sku,store_view_code,product_badge
fm101218-spc-000606-1218-53,ae-en,Use code: SPECTUS
fw102318-spc-000606-2318-53,ae-en,Use code: SPECTUS
fm30518-spc-000607-0518-53,ae-en,Use code: SPECTUS
fm31218-spc-000607-1218-53,ae-en,Use code: SPECTUS
fw32318-spc-000607-2318-53,ae-en,Use code: SPECTUS
fm30518-spc-000608-0518-54,ae-en,Use code: SPECTUS
fm31218-spc-000608-1218-54,ae-en,Use code: SPECTUS
fw32318-spc-000608-2318-54,ae-en,Use code: SPECTUS
fm20118-spc-000609-0118-48,ae-en,Use code: SPECTUS
fm21318-spc-000609-1318-48,ae-en,Use code: SPECTUS
fm20118-spc-000610-0118-48,ae-en,Use code: SPECTUS
fm21318-spc-000610-1318-48,ae-en,Use code: SPECTUS
fw20718-spc-000611-0718-46,ae-en,Use code: SPECTUS
fw22618-spc-000611-2618-46,ae-en,Use code: SPECTUS
fw20118-spc-000612-0118-49,ae-en,Use code: SPECTUS
fm21218-spc-000612-1218-49,ae-en,Use code: SPECTUS
fw22318-spc-000612-2318-49,ae-en,Use code: SPECTUS
fw30418-spc-000613-0418-55,ae-en,Use code: SPECTUS
fw31318-spc-000613-1318-55,ae-en,Use code: SPECTUS
fw30118-spc-000614-0118-55,ae-en,Use code: SPECTUS
fw30418-spc-000614-0418-55,ae-en,Use code: SPECTUS
fw32118-spc-000614-2118-55,ae-en,Use code: SPECTUS
fw30118-spc-000615-0118-55,ae-en,Use code: SPECTUS
fw32418-spc-000615-2418-55,ae-en,Use code: SPECTUS
fw32618-spc-000615-2618-55,ae-en,Use code: SPECTUS
fw20118-spc-000616-0118-53,ae-en,Use code: SPECTUS
fw22318-spc-000616-2318-53,ae-en,Use code: SPECTUS
fw50118-spc-000617-0118-56,ae-en,Use code: SPECTUS
fw50918-spc-000617-0918-56,ae-en,Use code: SPECTUS
fw20118-spc-000618-0118-49,ae-en,Use code: SPECTUS
fw20918-spc-000618-0918-49,ae-en,Use code: SPECTUS
fm40118-spc-000619-0118-51,ae-en,Use code: SPECTUS
fm40218-spc-000619-0218-51,ae-en,Use code: SPECTUS
fw40418-spc-000619-0418-51,ae-en,Use code: SPECTUS
fw21118-spc-000620-0918-49,ae-en,Use code: SPECTUS
fw21318-spc-000620-1318-49,ae-en,Use code: SPECTUS
fw22618-spc-000620-2618-49,ae-en,Use code: SPECTUS
fm40118-spc-000621-0118-53,ae-en,Use code: SPECTUS
fm40418-spc-000621-0418-53,ae-en,Use code: SPECTUS
fw42118-spc-000621-2118-53,ae-en,Use code: SPECTUS
fw30518-spc-000627-0518-56,ae-en,Use code: SPECTUS
fw31218-spc-000627-1218-56,ae-en,Use code: SPECTUS
fw32318-spc-000627-2318-56,ae-en,Use code: SPECTUS
fm40218-spc-000628-0218-54,ae-en,Use code: SPECTUS
fm40518-spc-000628-0518-54,ae-en,Use code: SPECTUS
fm40718-spc-000628-0718-54,ae-en,Use code: SPECTUS
fm41218-spc-000628-1218-54,ae-en,Use code: SPECTUS
fm70218-spc-000629-0218-50,ae-en,Use code: SPECTUS
fm70518-spc-000629-0518-50,ae-en,Use code: SPECTUS
fm70718-spc-000629-0718-50,ae-en,Use code: SPECTUS
fm71218-spc-000629-1218-50,ae-en,Use code: SPECTUS
fm50218-spc-000630-0218-56,ae-en,Use code: SPECTUS
fm50518-spc-000630-0518-56,ae-en,Use code: SPECTUS
fm50718-spc-000630-0718-56,ae-en,Use code: SPECTUS
fm51218-spc-000630-1218-56,ae-en,Use code: SPECTUS
fm40218-spc-000631-0218-52,ae-en,Use code: SPECTUS
fm40518-spc-000631-0518-52,ae-en,Use code: SPECTUS
fm40718-spc-000631-0718-52,ae-en,Use code: SPECTUS
fm41218-spc-000631-1218-52,ae-en,Use code: SPECTUS
fm20218-spc-000632-0218-52,ae-en,Use code: SPECTUS
fm20518-spc-000632-0518-52,ae-en,Use code: SPECTUS
fm20718-spc-000632-0718-52,ae-en,Use code: SPECTUS
fm21218-spc-000632-1218-52,ae-en,Use code: SPECTUS
fm40118-spc-000633-0118-51,ae-en,Use code: SPECTUS
fm40418-spc-000633-0418-51,ae-en,Use code: SPECTUS
fm40518-spc-000633-0518-51,ae-en,Use code: SPECTUS
fw40718-spc-000633-0718-51,ae-en,Use code: SPECTUS
fw30618-spc-000634-0618-53,ae-en,Use code: SPECTUS
fw30918-spc-000634-0918-53,ae-en,Use code: SPECTUS
fw32418-spc-000634-2418-53,ae-en,Use code: SPECTUS
fm20218-spc-000635-0218-50,ae-en,Use code: SPECTUS
fm20718-spc-000635-0718-50,ae-en,Use code: SPECTUS
fm10118-spc-000636-0118-53,ae-en,Use code: SPECTUS
fm10218-spc-000636-0218-53,ae-en,Use code: SPECTUS
fm11318-spc-000636-1318-53,ae-en,Use code: SPECTUS
fu70118-spc-000637-0118-52,ae-en,Use code: SPECTUS
fu71318-spc-000637-1318-52,ae-en,Use code: SPECTUS
fu72418-spc-000637-2418-52,ae-en,Use code: SPECTUS
fu70718-spc-000638-0718-50,ae-en,Use code: SPECTUS
fw72318-spc-000638-2318-50,ae-en,Use code: SPECTUS
fw72418-spc-000638-2418-50,ae-en,Use code: SPECTUS
fw30118-spc-000639-0118-55,ae-en,Use code: SPECTUS
fw30418-spc-000639-0418-55,ae-en,Use code: SPECTUS
fw31318-spc-000639-1318-55,ae-en,Use code: SPECTUS
fw32618-spc-000639-2618-55,ae-en,Use code: SPECTUS
fw30418-spc-000640-0418-52,ae-en,Use code: SPECTUS
fw30918-spc-000640-0918-52,ae-en,Use code: SPECTUS
fw31118-spc-000640-1118-52,ae-en,Use code: SPECTUS
fw30118-spc-000641-0118-54,ae-en,Use code: SPECTUS
fw32118-spc-000641-2118-54,ae-en,Use code: SPECTUS
fw32418-spc-000641-2418-54,ae-en,Use code: SPECTUS
fw30118-spc-000642-0118-52,ae-en,Use code: SPECTUS
fw30618-spc-000642-0618-52,ae-en,Use code: SPECTUS
fw31318-spc-000642-1318-52,ae-en,Use code: SPECTUS
fw30918-spc-000643-0918-53,ae-en,Use code: SPECTUS
fw31418-spc-000643-1418-53,ae-en,Use code: SPECTUS
fw32418-spc-000643-2418-53,ae-en,Use code: SPECTUS
fw30118-spc-000644-0118-53,ae-en,Use code: SPECTUS
fw30918-spc-000644-0918-53,ae-en,Use code: SPECTUS
fw32418-spc-000644-2418-53,ae-en,Use code: SPECTUS
fw30118-spc-000645-0118-53,ae-en,Use code: SPECTUS
fw30218-spc-000645-0218-53,ae-en,Use code: SPECTUS
fw32418-spc-000645-2418-53,ae-en,Use code: SPECTUS
fm40118-spc-000646-0118-55,ae-en,Use code: SPECTUS
fm40218-spc-000646-0218-55,ae-en,Use code: SPECTUS
fm40718-spc-000646-0718-55,ae-en,Use code: SPECTUS
fm50218-spc-000647-0218-53,ae-en,Use code: SPECTUS
fm50618-spc-000647-0618-53,ae-en,Use code: SPECTUS
fm50718-spc-000647-0718-53,ae-en,Use code: SPECTUS
